subj	date	exp	trial	FaceLeft	FaceCenter	FaceRight	TestLeft	TestCenter	TestRight	CorrectResp1	CorrectResp2	CorrectResp3	Fixation1	Fixation2	Fixation3	Fixation4	Running	TrialList.Cycle	TrialList.Sample	TestLeft.ACC	TestLeft.RT	TestLeft.RESP	TestLeft.CRESP	TestCenter.ACC	TestCenter.RT	TestCenter.RESP	TestCenter.CRESP	TestRight.ACC	TestRight.RT	TestRight.RESP	TestRight.CRESP
102	20111001	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1729	 2	 2	 1	 2528	 4	 4	 1	 1868	 4	 4
102	20111001	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2179	 3	 3	 1	 2826	 4	 4	 1	 2941	 4	 4
102	20111001	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1811	 4	 4	 1	 2102	 2	 2	 0	 1951	 4	 2
102	20111001	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2605	 3	 3	 1	 1825	 3	 3	 0	 0	 	 
102	20111001	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1955	 4	 4	 1	 2209	 2	 2	 1	 2733	 4	 4
102	20111001	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1898	 2	 2	 1	 2399	 4	 4	 1	 2090	 2	 2
103	20110504	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 3591	 2	 2	 1	 4585	 4	 4	 1	 2152	 4	 4
103	20110504	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 3095	 3	 3	 1	 3097	 4	 4	 1	 3026	 4	 4
103	20110504	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1953	 4	 4	 1	 2756	 2	 2	 0	 0	 	 
103	20110504	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 3577	 3	 3	 1	 3719	 3	 3	 1	 3237	 2	 2
103	20110504	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2433	 4	 4	 1	 1774	 2	 2	 1	 2483	 4	 4
103	20110504	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2440	 2	 2	 0	 0	 	 4	 1	 2244	 2	 2
104	20110504	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1295	 2	 2	 1	 1059	 4	 4	 1	 1183	 4	 4
104	20110504	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2047	 3	 3	 0	 2046	 2	 4	 1	 1916	 4	 4
104	20110504	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 0	 2549	 2	 4	 1	 2718	 2	 2	 1	 3017	 2	 2
104	20110504	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1294	 3	 3	 1	 892	 3	 3	 1	 1424	 2	 2
104	20110504	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1835	 4	 4	 0	 2200	 3	 2	 0	 2553	 3	 4
104	20110504	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 4950	 3	 2	 1	 1963	 4	 4	 1	 3946	 2	 2
105	20110629	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2883	 2	 2	 1	 1873	 4	 4	 1	 2305	 4	 4
105	20110629	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 3502	 3	 3	 1	 3435	 4	 4	 1	 2936	 4	 4
105	20110629	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2154	 4	 4	 1	 3435	 2	 2	 1	 2435	 2	 2
105	20110629	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 3855	 3	 3	 1	 2837	 3	 3	 0	 0	 	 
105	20110629	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2127	 4	 4	 1	 3056	 2	 2	 1	 2688	 4	 4
105	20110629	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 3496	 2	 2	 1	 2228	 4	 4	 0	 3721	 3	 2
109	20110418	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2008	 2	 2	 1	 1750	 4	 4	 1	 2035	 4	 4
109	20110418	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1179	 3	 3	 1	 1552	 4	 4	 1	 2720	 4	 4
109	20110418	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1547	 4	 4	 1	 2609	 2	 2	 1	 1827	 2	 2
109	20110418	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 0	 	 3	 1	 409	 3	 3	 0	 3171	 4	 2
109	20110418	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1377	 4	 4	 0	 3340	 3	 2	 0	 3291	 2	 4
109	20110418	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1351	 2	 2	 1	 1894	 4	 4	 1	 3337	 2	 2
110	20120619	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2007	 2	 2	 0	 3352	 3	 4	 1	 1863	 4	 4
110	20120619	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2890	 3	 3	 1	 3852	 4	 4	 1	 4275	 4	 4
110	20120619	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2631	 4	 4	 0	 1479	 3	 2	 1	 2481	 2	 2
110	20120619	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2039	 3	 3	 1	 1772	 3	 3	 1	 2620	 2	 2
110	20120619	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2422	 4	 4	 1	 1597	 2	 2	 1	 2127	 4	 4
110	20120619	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2814	 2	 2	 1	 2522	 4	 4	 1	 1570	 2	 2
111	20120619	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2932	 2	 2	 0	 3662	 3	 4	 1	 3194	 4	 4
111	20120619	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2299	 3	 3	 1	 2446	 4	 4	 1	 2352	 4	 4
111	20120619	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1830	 4	 4	 1	 3326	 2	 2	 1	 2255	 2	 2
111	20120619	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1995	 3	 3	 1	 3454	 3	 3	 1	 2244	 2	 2
111	20120619	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 0	 3327	 3	 4	 0	 3589	 4	 2	 1	 4374	 4	 4
111	20120619	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1877	 2	 2	 1	 1993	 4	 4	 1	 2261	 2	 2
112	20110514	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2087	 2	 2	 1	 3016	 4	 4	 1	 2478	 4	 4
112	20110514	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2189	 3	 3	 1	 2315	 4	 4	 0	 2033	 2	 4
112	20110514	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1777	 4	 4	 1	 1907	 2	 2	 1	 1862	 2	 2
112	20110514	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2065	 3	 3	 1	 1530	 3	 3	 1	 2182	 2	 2
112	20110514	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2411	 4	 4	 1	 1593	 2	 2	 1	 2140	 4	 4
112	20110514	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1526	 2	 2	 1	 1817	 4	 4	 1	 1860	 2	 2
113	20110614	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1657	 2	 2	 1	 1883	 4	 4	 1	 1479	 4	 4
113	20110614	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 0	 1745	 2	 3	 1	 2520	 4	 4	 0	 0	 	 
113	20110614	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1435	 4	 4	 1	 1726	 2	 2	 1	 2251	 2	 2
113	20110614	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2236	 3	 3	 1	 1812	 3	 3	 1	 2489	 2	 2
113	20110614	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1473	 4	 4	 1	 2067	 2	 2	 1	 1471	 4	 4
113	20110614	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1661	 2	 2	 0	 0	 	 4	 1	 2050	 2	 2
115	20110503	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2567	 2	 2	 1	 1609	 4	 4	 1	 3225	 4	 4
115	20110503	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 0	 3823	 2	 3	 1	 2395	 4	 4	 1	 2978	 4	 4
115	20110503	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 0	 0	 	 4	 1	 3287	 2	 2	 1	 2750	 2	 2
115	20110503	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 2522	 2	 3	 0	 3686	 4	 3	 0	 2076	 4	 2
115	20110503	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2084	 4	 4	 0	 2461	 3	 2	 1	 3445	 4	 4
115	20110503	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 2472	 3	 2	 1	 3223	 4	 4	 0	 2389	 3	 2
116	20110525	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 3836	 2	 2	 0	 3550	 2	 4	 0	 2803	 2	 4
116	20110525	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 4100	 3	 3	 1	 3344	 4	 4	 0	 2612	 2	 4
116	20110525	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3591	 4	 4	 0	 1289	 4	 2	 1	 3021	 2	 2
116	20110525	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 4428	 4	 3	 1	 3196	 3	 3	 0	 3458	 4	 2
116	20110525	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 0	 2480	 2	 4	 0	 2698	 3	 2	 1	 3944	 4	 4
116	20110525	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 3183	 2	 2	 1	 3209	 4	 4	 0	 0	 	 
119	20110831	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1710	 2	 2	 0	 3831	 2	 4	 1	 2045	 4	 4
119	20110831	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2441	 3	 3	 0	 3712	 3	 4	 1	 1580	 4	 4
119	20110831	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2229	 4	 4	 1	 1669	 2	 2	 1	 1633	 2	 2
119	20110831	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1771	 3	 3	 0	 2426	 4	 3	 1	 2935	 2	 2
119	20110831	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1663	 4	 4	 1	 2485	 2	 2	 0	 1579	 2	 4
119	20110831	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2370	 2	 2	 0	 2163	 3	 4	 1	 1906	 2	 2
121	20110802	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1587	 2	 2	 1	 1907	 4	 4	 1	 1836	 4	 4
121	20110802	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2132	 3	 3	 0	 2858	 3	 4	 1	 2045	 4	 4
121	20110802	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1643	 4	 4	 1	 3111	 2	 2	 1	 3225	 2	 2
121	20110802	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1529	 3	 3	 1	 1859	 3	 3	 1	 3375	 2	 2
121	20110802	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 3441	 4	 4	 0	 3216	 3	 2	 1	 3449	 4	 4
121	20110802	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2242	 2	 2	 1	 3232	 4	 4	 1	 3406	 2	 2
124	20110816	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1389	 2	 2	 1	 3045	 4	 4	 1	 2444	 4	 4
124	20110816	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1792	 3	 3	 0	 1694	 3	 4	 1	 2510	 4	 4
124	20110816	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1462	 4	 4	 1	 1400	 2	 2	 1	 1705	 2	 2
124	20110816	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 3246	 2	 3	 1	 1786	 3	 3	 1	 2381	 2	 2
124	20110816	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1884	 4	 4	 1	 1536	 2	 2	 1	 1870	 4	 4
124	20110816	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1599	 2	 2	 1	 2880	 4	 4	 1	 2908	 2	 2
125	20120107	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1207	 2	 2	 1	 1591	 4	 4	 1	 1809	 4	 4
125	20120107	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1741	 3	 3	 1	 2306	 4	 4	 1	 1728	 4	 4
125	20120107	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 0	 3139	 3	 4	 1	 2682	 2	 2	 1	 1686	 2	 2
125	20120107	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2264	 3	 3	 1	 1981	 3	 3	 0	 2509	 3	 2
