subj	date	exp	trial	FaceLeft	FaceCenter	FaceRight	TestLeft	TestCenter	TestRight	CorrectResp1	CorrectResp2	CorrectResp3	Fixation1	Fixation2	Fixation3	Fixation4	Running	TrialList.Cycle	TrialList.Sample	TestLeft.ACC	TestLeft.RT	TestLeft.RESP	TestLeft.CRESP	TestCenter.ACC	TestCenter.RT	TestCenter.RESP	TestCenter.CRESP	TestRight.ACC	TestRight.RT	TestRight.RESP	TestRight.CRESP
215	20120609	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2194			 1	 2307			 1	 3285		
215	20120609	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1541			 0	 1996			 1	 2052		
215	20120609	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 2102			 0	 1067			 1	 2582		
215	20120609	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 1890			 1	 1694			 1	 1815		
215	20120609	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2154			 1	 1755			 1	 1444		
216	20120126	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 4793			 0	 2252			 1	 2836		
216	20120126	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 3056			 1	 2262			 1	 4269		
216	20120126	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2189			 1	 1844			 0	 3254		
216	20120126	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 4593			 0	 2512			 1	 2082		
216	20120126	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 4615			 0	 1754			 0	 2725		
216	20120126	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 3146			 0	 2468			 1	 1874		
217	20120609	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 2671			 0	 2242			 0	 2361		
217	20120609	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 0	 3826			 1	 1379			 1	 1079		
217	20120609	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 0	 1759			 1	 1669			 0	 2436		
217	20120609	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 2602			 1	 2328			 1	 2174		
217	20120609	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 2178			 1	 2528			 1	 2566		
217	20120609	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 2623			 0	 1697			 0	 2936		
218	20120215	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2116			 1	 3863			 1	 1727		
218	20120215	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1278			 1	 1824			 1	 2744		
218	20120215	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2290			 1	 3583			 1	 1811		
218	20120215	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 1606			 1	 3243			 1	 2195		
218	20120215	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2138			 1	 1677			 1	 950		
218	20120215	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 1814			 1	 3314			 1	 1186		
223	20120317	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2314			 0	 2956			 0	 3105		
223	20120317	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 0	 3213			 1	 3085			 0	 2372		
223	20120317	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1472			 1	 3409			 1	 2352		
223	20120317	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 3450			 0	 0			 1	 3320		
223	20120317	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 3256			 1	 2210			 1	 2556		
223	20120317	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 3109			 0	 3933			 1	 3689		
225	20120619	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2310			 1	 2057			 1	 1723		
225	20120619	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1870			 1	 2381			 1	 1707		
225	20120619	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 0	 2721			 1	 3418			 1	 1581		
225	20120619	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 2407			 0	 3344			 1	 1903		
225	20120619	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 1369			 1	 2063			 1	 1498		
225	20120619	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2418			 1	 2399			 1	 1686		
226	20120331	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2342			 0	 3054			 0	 3458		
226	20120331	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2970			 1	 2198			 1	 3260		
226	20120331	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2471			 0	 3657			 1	 1871		
226	20120331	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 3144			 0	 3928			 1	 2633		
226	20120331	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2319			 1	 2781			 1	 2748		
226	20120331	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2413			 1	 3520			 1	 1959		
227	20121126	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2206			 0	 2804			 1	 1873		
227	20121126	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1900			 1	 2931			 1	 2614		
227	20121126	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1244			 1	 2824			 1	 2091		
227	20121126	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 2054			 1	 2468			 1	 2358		
227	20121126	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2060			 1	 1573			 0	 1313		
227	20121126	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2003			 0	 2284			 1	 1708		
228	20120512	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 3345			 1	 3447			 0	 3101		
228	20120512	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 4771			 1	 1772			 0	 3200		
228	20120512	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 0	 4689			 0	 1247			 1	 1632		
228	20120512	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 2353			 1	 1524			 1	 1349		
228	20120512	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 3152			 1	 2645			 0	 828		
228	20120512	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 3860			 1	 3690			 1	 2242		
229	20120425	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2642			 0	 0			 0	 2727		
229	20120425	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 0	 2550			 1	 2112			 1	 2082		
229	20120425	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2868			 1	 2881			 1	 2769		
229	20120425	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 2352			 1	 3258			 0	 2980		
229	20120425	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 3802			 1	 3995			 1	 2937		
229	20120425	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 3271			 0	 3095			 1	 2813		
231	20120424	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 2445			 1	 2311			 1	 2802		
231	20120424	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2942			 1	 2751			 1	 2002		
231	20120424	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2640			 0	 3618			 1	 2800		
231	20120424	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 1966			 1	 2819			 1	 2590		
231	20120424	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2818			 0	 2475			 0	 3740		
231	20120424	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 3609			 1	 3639			 1	 2680		
232	20120424	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 0			 0	 2733			 0	 0		
232	20120424	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 0	 2375			 0	 0			 1	 2245		
232	20120424	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 0	 3178			 0	 3074			 0	 3139		
232	20120424	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 3006			 0	 2315			 1	 4126		
232	20120424	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 1894			 0	 2502			 0	 4075		
232	20120424	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 2559			 0	 2832			 1	 3626		
233	20120508	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2096			 1	 3014			 1	 3321		
233	20120508	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1598			 1	 1518			 1	 1570		
233	20120508	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1609			 1	 3277			 1	 2439		
233	20120508	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 1685			 1	 3104			 1	 2118		
233	20120508	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2379			 1	 3043			 1	 2478		
233	20120508	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 1556			 1	 1830			 1	 1464		
234	20120508	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 3344			 0	 2217			 1	 1756		
234	20120508	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2445			 1	 2428			 1	 1813		
234	20120508	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3767			 1	 3382			 1	 2204		
234	20120508	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 2481			 1	 2364			 0	 322		
234	20120508	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 3528			 1	 2464			 0	 2717		
234	20120508	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 3549			 0	 2855			 1	 3282		
235	20120609	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2557			 0	 2767			 1	 2569		
235	20120609	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2089			 1	 2020			 1	 2514		
235	20120609	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2492			 0	 3666			 1	 4034		
235	20120609	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 1837			 1	 2711			 1	 2052		
235	20120609	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2118			 0	 2619			 1	 2141		
235	20120609	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 3057			 1	 2860			 1	 1518		
236	20120531	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 3321			 0	 0			 1	 3348		
236	20120531	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1938			 1	 2882			 1	 2761		
236	20120531	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3084			 0	 4716			 0	 1664		
236	20120531	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 1962			 0	 2371			 0	 2170		
236	20120531	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 3380			 1	 2147			 1	 3330		
236	20120531	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 4343			 1	 3374			 0	 2578		
240	20120607	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2886			 1	 3529			 0	 0		
240	20120607	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1802			 1	 2157			 1	 2142		
240	20120607	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1973			 1	 3138			 1	 2610		
240	20120607	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 1614			 0	 3205			 0	 1630		
240	20120607	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 1224			 1	 1468			 1	 1322		
240	20120607	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 2770			 0	 2084			 0	 2024		
241	20120621	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 3222			 0	 4464			 1	 3828		
241	20120621	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1977			 1	 2475			 0	 3969		
241	20120621	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2551			 1	 2736			 0	 0		
241	20120621	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 3303			 0	 3202			 1	 1380		
241	20120621	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 1631			 1	 3308			 1	 2637		
241	20120621	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2496			 1	 1840			 1	 1871		
242	20120625	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 3112			 1	 2594			 1	 2523		
242	20120625	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2290			 1	 2090			 1	 1566		
242	20120625	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2404			 1	 3124			 1	 3902		
242	20120625	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 2329			 1	 3059			 1	 2838		
242	20120625	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 3223			 1	 3227			 1	 2246		
242	20120625	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 3129			 1	 3406			 1	 2429		
243	20120621	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 4446			 1	 1337			 1	 2191		
243	20120621	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1549			 1	 1503			 1	 2831		
243	20120621	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1637			 0	 3037			 0	 2995		
243	20120621	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 2646			 1	 2567			 1	 2052		
243	20120621	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 1983			 0	 3794			 1	 2679		
243	20120621	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 3144			 1	 2556			 1	 2690		
244	20120627	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 4076			 1	 4929			 0	 2825		
244	20120627	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2538			 1	 2079			 1	 2641		
244	20120627	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2963			 0	 0			 1	 2188		
244	20120627	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 3130			 1	 2173			 1	 3171		
244	20120627	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 2841			 0	 3535			 0	 3471		
244	20120627	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2358			 1	 2582			 1	 2063		
245	20120711	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2520			 0	 2373			 0	 3945		
245	20120711	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1946			 1	 2319			 1	 2819		
245	20120711	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3613			 1	 2236			 1	 3078		
245	20120711	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 2247			 1	 2515			 1	 2541		
245	20120711	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 4807			 1	 1652			 1	 1426		
245	20120711	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 1665			 1	 1872			 1	 1174		
246	20120718	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 3998			 1	 2877			 0	 0		
246	20120718	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1769			 1	 2075			 1	 2293		
246	20120718	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1435			 1	 2378			 1	 1980		
246	20120718	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 4374			 1	 1573			 1	 1792		
246	20120718	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2536			 1	 1857			 1	 2159		
246	20120718	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 0			 0	 2511			 1	 2252		
247	20120821	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 3414			 1	 2759			 1	 2903		
247	20120821	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2928			 1	 1878			 1	 2610		
247	20120821	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3094			 1	 3113			 1	 3420		
247	20120821	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 3834			 1	 4024			 1	 2669		
247	20120821	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 3296			 1	 1671			 1	 3013		
247	20120821	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2518			 0	 3322			 1	 2636		
251	20120820	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2687			 0	 3017			 1	 2553		
251	20120820	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1511			 1	 2348			 1	 3117		
251	20120820	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1725			 1	 2907			 1	 2359		
251	20120820	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 2268			 0	 3517			 0	 1718		
251	20120820	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 1738			 1	 2148			 1	 2028		
251	20120820	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2178			 1	 2076			 1	 2915		
252	20120820	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 1533			 1	 3693			 1	 2402		
252	20120820	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1209			 1	 1724			 1	 2070		
252	20120820	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2178			 1	 3478			 1	 2686		
252	20120820	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 0	 4648			 1	 2505			 1	 3349		
252	20120820	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 1749			 1	 2604			 1	 2569		
252	20120820	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 3255			 1	 1989			 1	 2082		
255	20120823	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2317			 1	 3361			 0	 4345		
255	20120823	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2403			 1	 1967			 1	 2347		
255	20120823	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 0	 3398			 0	 3182			 1	 2986		
255	20120823	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 4399			 1	 1758			 1	 1855		
255	20120823	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 2769			 1	 1967			 0	 2783		
255	20120823	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 3433			 1	 2385			 1	 1521		
256	20120929	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2857			 0	 3001			 1	 2468		
256	20120929	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 3044			 1	 3967			 1	 3672		
256	20120929	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2187			 1	 3291			 1	 3614		
256	20120929	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 3062			 1	 2694			 1	 2657		
256	20120929	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2590			 1	 3436			 1	 2144		
256	20120929	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 3274			 0	 2375			 1	 2844		
259	20121205	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 2811			 0	 3154			 0	 3246		
259	20121205	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2774			 0	 3910			 1	 1618		
259	20121205	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1800			 1	 2399			 1	 3789		
259	20121205	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 3079			 0	 3034			 0	 1881		
259	20121205	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 0	 3110			 1	 2269			 1	 2145		
259	20121205	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 1889			 1	 2391			 1	 1640		
260	20121013	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 2869			 1	 2875			 1	 2857		
260	20121013	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 0	 3380			 1	 2676			 0	 0		
260	20121013	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2242			 1	 2969			 1	 3673		
260	20121013	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 4244			 0	 2938			 0	 0		
260	20121013	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 2254			 1	 3064			 0	 0		
260	20121013	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2539			 0	 4254			 0	 2788		
261	20121112	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 1378			 1	 1554			 1	 1167		
261	20121112	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1243			 1	 1537			 1	 1250		
261	20121112	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1382			 1	 1182			 1	 1732		
261	20121112	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 2055			 1	 3113			 1	 1711		
261	20121112	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 1486			 1	 1496			 1	 1253		
261	20121112	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 1	 2102			 1	 1523			 1	 1439		
262	20121029	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 0	 2488			 1	 3822			 0	 3449		
262	20121029	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 2901			 1	 2253			 1	 3114		
262	20121029	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 0	 0			 1	 2710			 1	 2904		
262	20121029	Cars	4							 2	 4	 2	 7500	 7500	 1500	 7500	 TrialList	 1	 4	 1	 2431			 0	 2727			 1	 3120		
262	20121029	Cars	5							 3	 3	 4	 1500	 3000	 1500	 6000	 TrialList	 1	 5	 1	 3315			 1	 4560			 0	 3497		
262	20121029	Cars	6							 4	 2	 4	 7500	 7500	 1500	 1500	 TrialList	 1	 6	 0	 3225			 1	 3519			 1	 2590		
263	20121108	Cars	1							 4	 2	 2	 15000	 7500	 6000	 3000	 TrialList	 1	 1	 1	 1823			 1	 4506			 1	 2487		
263	20121108	Cars	2							 2	 3	 3	 3000	 7500	 4500	 6000	 TrialList	 1	 2	 1	 1522			 1	 1559			 1	 1221		
263	20121108	Cars	3							 3	 4	 4	 3000	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1626			 1	 1842			 1	 1548		
